QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0427,V004,Bharat Forge,LOT2783,2024-08-27,2026-08-27,2,"[{'date': datetime.date(2024, 9, 10), 'result': 'Pass', 'wear': np.float64(19.45)}, {'date': datetime.date(2024, 12, 22), 'result': 'Pass', 'wear': np.float64(26.97)}]",No,,Plain
QR0428,V002,Jindal Rail Infra,LOT5312,2024-03-21,2025-03-21,2,"[{'date': datetime.date(2025, 4, 17), 'result': 'Pass', 'wear': np.float64(8.9)}, {'date': datetime.date(2024, 7, 3), 'result': 'Pass', 'wear': np.float64(13.66)}]",No,,Plain
QR0429,V005,Reliance Infra,LOT7637,2024-02-20,2026-02-20,2,"[{'date': datetime.date(2025, 3, 30), 'result': 'Pass', 'wear': np.float64(15.15)}, {'date': datetime.date(2024, 4, 15), 'result': 'Pass', 'wear': np.float64(7.15)}]",No,,Urban Metro
QR0430,V002,Jindal Rail Infra,LOT6993,2025-02-08,2030-02-08,3,"[{'date': datetime.date(2025, 5, 3), 'result': 'Pass', 'wear': np.float64(21.48)}, {'date': datetime.date(2025, 2, 24), 'result': 'Pass', 'wear': np.float64(13.79)}, {'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(19.2)}]",No,,Plain
QR0431,V005,Reliance Infra,LOT2483,2024-06-27,2029-06-27,4,"[{'date': datetime.date(2024, 6, 28), 'result': 'Pass', 'wear': np.float64(6.13)}, {'date': datetime.date(2024, 10, 20), 'result': 'Pass', 'wear': np.float64(10.63)}, {'date': datetime.date(2025, 2, 13), 'result': 'Pass', 'wear': np.float64(22.22)}, {'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(11.27)}]",No,,Coastal Area
QR0432,V005,Reliance Infra,LOT3299,2024-12-23,2029-12-23,3,"[{'date': datetime.date(2025, 4, 18), 'result': 'Pass', 'wear': np.float64(32.27)}, {'date': datetime.date(2025, 7, 19), 'result': 'Fail', 'wear': np.float64(11.0)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(17.25)}]",No,,Urban Metro
QR0433,V003,SAIL,LOT1662,2024-05-13,2026-05-13,5,"[{'date': datetime.date(2024, 7, 1), 'result': 'Pass', 'wear': np.float64(24.33)}, {'date': datetime.date(2024, 8, 18), 'result': 'Pass', 'wear': np.float64(0.82)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 8, 29), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 9, 10), 'result': 'Pass', 'wear': np.float64(27.63)}]",No,,Urban Metro
QR0434,V004,Bharat Forge,LOT8448,2023-10-29,2024-10-29,2,"[{'date': datetime.date(2024, 8, 17), 'result': 'Fail', 'wear': np.float64(9.48)}, {'date': datetime.date(2024, 4, 28), 'result': 'Pass', 'wear': np.float64(40.58)}]",No,,Plain
QR0435,V003,SAIL,LOT5314,2024-03-29,2026-03-29,5,"[{'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(9.36)}, {'date': datetime.date(2024, 6, 25), 'result': 'Pass', 'wear': np.float64(16.85)}, {'date': datetime.date(2025, 4, 23), 'result': 'Pass', 'wear': np.float64(30.42)}, {'date': datetime.date(2025, 7, 8), 'result': 'Pass', 'wear': np.float64(35.06)}, {'date': datetime.date(2025, 7, 25), 'result': 'Pass', 'wear': np.float64(35.62)}]",No,,Coastal Area
QR0436,V005,Reliance Infra,LOT7649,2025-05-04,2028-05-04,4,"[{'date': datetime.date(2025, 5, 17), 'result': 'Pass', 'wear': np.float64(27.08)}, {'date': datetime.date(2025, 7, 26), 'result': 'Pass', 'wear': np.float64(25.24)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(20.93)}, {'date': datetime.date(2025, 5, 18), 'result': 'Pass', 'wear': np.float64(22.78)}]",No,,Coastal Area
QR0437,V002,Jindal Rail Infra,LOT2263,2024-03-03,2027-03-03,3,"[{'date': datetime.date(2025, 6, 7), 'result': 'Pass', 'wear': np.float64(9.49)}, {'date': datetime.date(2025, 8, 11), 'result': 'Pass', 'wear': np.float64(6.82)}, {'date': datetime.date(2024, 4, 22), 'result': 'Pass', 'wear': np.float64(14.97)}]",No,,Coastal Area
QR0438,V004,Bharat Forge,LOT6410,2024-02-26,2025-02-26,5,"[{'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(13.3)}, {'date': datetime.date(2025, 5, 26), 'result': 'Pass', 'wear': np.float64(10.47)}, {'date': datetime.date(2024, 6, 15), 'result': 'Pass', 'wear': np.float64(21.96)}, {'date': datetime.date(2024, 6, 15), 'result': 'Pass', 'wear': np.float64(24.55)}, {'date': datetime.date(2024, 7, 7), 'result': 'Pass', 'wear': np.float64(15.88)}]",No,,Coastal Area
QR0439,V005,Reliance Infra,LOT3639,2024-11-26,2026-11-26,2,"[{'date': datetime.date(2025, 3, 14), 'result': 'Pass', 'wear': np.float64(29.78)}, {'date': datetime.date(2025, 1, 24), 'result': 'Pass', 'wear': np.float64(3.58)}]",No,,Coastal Area
QR0440,V005,Reliance Infra,LOT7642,2024-10-25,2025-10-25,4,"[{'date': datetime.date(2025, 1, 22), 'result': 'Fail', 'wear': np.float64(13.06)}, {'date': datetime.date(2025, 1, 27), 'result': 'Pass', 'wear': np.float64(7.83)}, {'date': datetime.date(2025, 4, 4), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 13), 'result': 'Pass', 'wear': np.float64(14.17)}]",No,,Coastal Area
QR0441,V004,Bharat Forge,LOT3338,2024-04-17,2026-04-17,4,"[{'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(13.78)}, {'date': datetime.date(2024, 12, 1), 'result': 'Pass', 'wear': np.float64(30.13)}, {'date': datetime.date(2024, 7, 20), 'result': 'Fail', 'wear': np.float64(21.31)}, {'date': datetime.date(2024, 5, 19), 'result': 'Pass', 'wear': np.float64(4.76)}]",No,,Urban Metro
QR0442,V004,Bharat Forge,LOT3166,2024-12-31,2025-12-31,2,"[{'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(33.54)}, {'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(27.21)}]",No,,Urban Metro
QR0443,V002,Jindal Rail Infra,LOT2577,2025-07-11,2027-07-11,5,"[{'date': datetime.date(2025, 8, 18), 'result': 'Fail', 'wear': np.float64(20.82)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(12.74)}, {'date': datetime.date(2025, 7, 19), 'result': 'Pass', 'wear': np.float64(5.41)}, {'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(11.28)}, {'date': datetime.date(2025, 7, 24), 'result': 'Pass', 'wear': np.float64(25.89)}]",No,,Coastal Area
QR0444,V005,Reliance Infra,LOT9835,2024-05-20,2025-05-20,5,"[{'date': datetime.date(2025, 5, 15), 'result': 'Pass', 'wear': np.float64(33.85)}, {'date': datetime.date(2025, 3, 31), 'result': 'Pass', 'wear': np.float64(30.43)}, {'date': datetime.date(2024, 7, 30), 'result': 'Pass', 'wear': np.float64(10.11)}, {'date': datetime.date(2024, 7, 23), 'result': 'Pass', 'wear': np.float64(3.8)}, {'date': datetime.date(2025, 5, 20), 'result': 'Pass', 'wear': np.float64(16.41)}]",No,,Urban Metro
QR0445,V003,SAIL,LOT2600,2024-12-26,2029-12-26,3,"[{'date': datetime.date(2025, 5, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 16), 'result': 'Pass', 'wear': np.float64(18.23)}, {'date': datetime.date(2025, 7, 3), 'result': 'Fail', 'wear': np.float64(13.52)}]",No,,Plain
QR0446,V005,Reliance Infra,LOT7695,2024-02-15,2027-02-15,3,"[{'date': datetime.date(2025, 6, 27), 'result': 'Pass', 'wear': np.float64(10.34)}, {'date': datetime.date(2025, 6, 3), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(20.14)}]",No,,Plain
QR0447,V001,Tata Steel,LOT7144,2025-04-06,2027-04-06,4,"[{'date': datetime.date(2025, 7, 4), 'result': 'Pass', 'wear': np.float64(9.67)}, {'date': datetime.date(2025, 5, 10), 'result': 'Pass', 'wear': np.float64(3.3)}, {'date': datetime.date(2025, 5, 12), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 19), 'result': 'Pass', 'wear': np.float64(14.72)}]",No,,Plain
QR0448,V004,Bharat Forge,LOT6990,2024-02-20,2027-02-20,5,"[{'date': datetime.date(2024, 3, 24), 'result': 'Pass', 'wear': np.float64(32.72)}, {'date': datetime.date(2024, 4, 24), 'result': 'Pass', 'wear': np.float64(31.61)}, {'date': datetime.date(2025, 4, 10), 'result': 'Pass', 'wear': np.float64(10.43)}, {'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(8.98)}, {'date': datetime.date(2025, 8, 3), 'result': 'Pass', 'wear': np.float64(19.69)}]",No,,Hilly Terrain
QR0449,V003,SAIL,LOT6641,2024-08-29,2029-08-29,3,"[{'date': datetime.date(2025, 6, 6), 'result': 'Pass', 'wear': np.float64(5.02)}, {'date': datetime.date(2025, 8, 13), 'result': 'Pass', 'wear': np.float64(18.02)}, {'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(22.66)}]",No,,Coastal Area
QR0450,V001,Tata Steel,LOT4513,2024-08-01,2029-08-01,4,"[{'date': datetime.date(2025, 6, 12), 'result': 'Pass', 'wear': np.float64(27.27)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(14.0)}, {'date': datetime.date(2025, 3, 2), 'result': 'Pass', 'wear': np.float64(12.96)}, {'date': datetime.date(2024, 11, 18), 'result': 'Pass', 'wear': np.float64(6.22)}]",No,,Heavy Load Zone
QR0451,V001,Tata Steel,LOT3381,2023-09-27,2028-09-27,5,"[{'date': datetime.date(2024, 5, 7), 'result': 'Pass', 'wear': np.float64(6.73)}, {'date': datetime.date(2024, 6, 8), 'result': 'Pass', 'wear': np.float64(12.74)}, {'date': datetime.date(2025, 6, 5), 'result': 'Pass', 'wear': np.float64(18.67)}, {'date': datetime.date(2024, 5, 28), 'result': 'Pass', 'wear': np.float64(24.14)}, {'date': datetime.date(2025, 6, 19), 'result': 'Pass', 'wear': np.float64(6.97)}]",No,,Urban Metro
QR0452,V005,Reliance Infra,LOT9536,2024-10-10,2027-10-10,2,"[{'date': datetime.date(2025, 3, 20), 'result': 'Fail', 'wear': np.float64(29.93)}, {'date': datetime.date(2025, 3, 31), 'result': 'Pass', 'wear': np.float64(12.29)}]",No,,Urban Metro
QR0453,V001,Tata Steel,LOT4304,2025-06-25,2028-06-25,3,"[{'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(14.79)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(7.53)}, {'date': datetime.date(2025, 7, 1), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0454,V001,Tata Steel,LOT6893,2024-02-27,2026-02-27,2,"[{'date': datetime.date(2024, 4, 17), 'result': 'Fail', 'wear': np.float64(23.84)}, {'date': datetime.date(2025, 8, 3), 'result': 'Pass', 'wear': np.float64(22.37)}]",No,,Urban Metro
QR0455,V003,SAIL,LOT7474,2024-12-04,2029-12-04,3,"[{'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(12.19)}, {'date': datetime.date(2025, 7, 30), 'result': 'Pass', 'wear': np.float64(15.67)}, {'date': datetime.date(2025, 1, 3), 'result': 'Pass', 'wear': np.float64(20.16)}]",No,,Hilly Terrain
QR0456,V005,Reliance Infra,LOT6703,2024-11-23,2027-11-23,4,"[{'date': datetime.date(2024, 12, 4), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 9), 'result': 'Fail', 'wear': np.float64(9.71)}, {'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(22.94)}, {'date': datetime.date(2025, 1, 13), 'result': 'Pass', 'wear': np.float64(2.46)}]",Yes,2025-02-02,Coastal Area
QR0457,V004,Bharat Forge,LOT9294,2024-10-13,2025-10-13,2,"[{'date': datetime.date(2025, 5, 7), 'result': 'Pass', 'wear': np.float64(17.94)}, {'date': datetime.date(2025, 7, 12), 'result': 'Pass', 'wear': np.float64(1.43)}]",No,,Plain
QR0458,V003,SAIL,LOT9813,2025-02-07,2028-02-07,5,"[{'date': datetime.date(2025, 5, 21), 'result': 'Fail', 'wear': np.float64(19.66)}, {'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(14.64)}, {'date': datetime.date(2025, 3, 18), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 3, 23), 'result': 'Pass', 'wear': np.float64(26.65)}, {'date': datetime.date(2025, 7, 30), 'result': 'Fail', 'wear': np.float64(7.65)}]",No,,Urban Metro
QR0459,V005,Reliance Infra,LOT1448,2024-01-04,2029-01-04,2,"[{'date': datetime.date(2024, 6, 15), 'result': 'Pass', 'wear': np.float64(6.9)}, {'date': datetime.date(2024, 1, 27), 'result': 'Pass', 'wear': np.float64(17.01)}]",No,,Coastal Area
QR0460,V002,Jindal Rail Infra,LOT6172,2024-05-24,2029-05-24,4,"[{'date': datetime.date(2024, 11, 24), 'result': 'Pass', 'wear': np.float64(26.49)}, {'date': datetime.date(2025, 1, 20), 'result': 'Pass', 'wear': np.float64(4.84)}, {'date': datetime.date(2024, 12, 29), 'result': 'Pass', 'wear': np.float64(15.62)}, {'date': datetime.date(2024, 12, 28), 'result': 'Pass', 'wear': np.float64(19.29)}]",No,,Hilly Terrain
QR0461,V001,Tata Steel,LOT3924,2023-09-23,2028-09-23,4,"[{'date': datetime.date(2024, 5, 11), 'result': 'Pass', 'wear': np.float64(21.93)}, {'date': datetime.date(2025, 1, 31), 'result': 'Pass', 'wear': np.float64(16.76)}, {'date': datetime.date(2024, 8, 6), 'result': 'Pass', 'wear': np.float64(11.33)}, {'date': datetime.date(2025, 7, 26), 'result': 'Fail', 'wear': np.float64(6.72)}]",No,,Coastal Area
QR0462,V004,Bharat Forge,LOT4271,2025-01-27,2027-01-27,3,"[{'date': datetime.date(2025, 1, 29), 'result': 'Pass', 'wear': np.float64(15.86)}, {'date': datetime.date(2025, 8, 6), 'result': 'Pass', 'wear': np.float64(4.28)}, {'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Plain
QR0463,V003,SAIL,LOT3555,2025-06-30,2026-06-30,2,"[{'date': datetime.date(2025, 8, 4), 'result': 'Fail', 'wear': np.float64(19.37)}, {'date': datetime.date(2025, 7, 23), 'result': 'Pass', 'wear': np.float64(24.04)}]",No,,Plain
QR0464,V001,Tata Steel,LOT9871,2024-01-25,2025-01-25,5,"[{'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 4, 18), 'result': 'Pass', 'wear': np.float64(4.9)}, {'date': datetime.date(2024, 9, 5), 'result': 'Pass', 'wear': np.float64(21.19)}, {'date': datetime.date(2025, 3, 16), 'result': 'Pass', 'wear': np.float64(35.57)}, {'date': datetime.date(2025, 1, 26), 'result': 'Pass', 'wear': np.float64(15.21)}]",No,,Coastal Area
QR0465,V005,Reliance Infra,LOT5591,2025-02-11,2030-02-11,3,"[{'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(7.72)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(13.17)}, {'date': datetime.date(2025, 3, 6), 'result': 'Pass', 'wear': np.float64(28.75)}]",No,,Plain
QR0466,V001,Tata Steel,LOT9232,2023-10-14,2026-10-14,5,"[{'date': datetime.date(2024, 12, 18), 'result': 'Pass', 'wear': np.float64(8.54)}, {'date': datetime.date(2025, 7, 14), 'result': 'Pass', 'wear': np.float64(7.01)}, {'date': datetime.date(2025, 3, 20), 'result': 'Pass', 'wear': np.float64(10.17)}, {'date': datetime.date(2025, 1, 13), 'result': 'Pass', 'wear': np.float64(5.47)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(16.23)}]",No,,Heavy Load Zone
QR0467,V001,Tata Steel,LOT4452,2025-06-01,2030-06-01,2,"[{'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(31.25)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(18.23)}]",No,,Plain
QR0468,V003,SAIL,LOT4885,2025-03-29,2028-03-29,5,"[{'date': datetime.date(2025, 7, 4), 'result': 'Fail', 'wear': np.float64(12.48)}, {'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(12.08)}, {'date': datetime.date(2025, 7, 11), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 6), 'result': 'Pass', 'wear': np.float64(23.83)}, {'date': datetime.date(2025, 7, 28), 'result': 'Pass', 'wear': np.float64(14.22)}]",No,,Hilly Terrain
QR0469,V004,Bharat Forge,LOT5581,2024-10-19,2029-10-19,3,"[{'date': datetime.date(2025, 6, 17), 'result': 'Pass', 'wear': np.float64(13.2)}, {'date': datetime.date(2025, 5, 26), 'result': 'Fail', 'wear': np.float64(46.93)}, {'date': datetime.date(2025, 1, 24), 'result': 'Pass', 'wear': np.float64(17.99)}]",No,,Hilly Terrain
QR0470,V002,Jindal Rail Infra,LOT8081,2024-10-07,2029-10-07,3,"[{'date': datetime.date(2024, 12, 27), 'result': 'Pass', 'wear': np.float64(7.48)}, {'date': datetime.date(2024, 11, 8), 'result': 'Fail', 'wear': np.float64(10.74)}, {'date': datetime.date(2025, 3, 27), 'result': 'Pass', 'wear': np.float64(26.48)}]",No,,Coastal Area
QR0471,V004,Bharat Forge,LOT9185,2023-11-21,2025-11-21,4,"[{'date': datetime.date(2024, 12, 19), 'result': 'Pass', 'wear': np.float64(16.13)}, {'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(0.62)}, {'date': datetime.date(2024, 2, 28), 'result': 'Pass', 'wear': np.float64(24.19)}, {'date': datetime.date(2023, 12, 17), 'result': 'Pass', 'wear': np.float64(8.32)}]",No,,Coastal Area
QR0472,V001,Tata Steel,LOT4530,2024-01-27,2027-01-27,5,"[{'date': datetime.date(2024, 12, 27), 'result': 'Pass', 'wear': np.float64(33.73)}, {'date': datetime.date(2024, 8, 12), 'result': 'Pass', 'wear': np.float64(25.8)}, {'date': datetime.date(2025, 4, 3), 'result': 'Pass', 'wear': np.float64(10.53)}, {'date': datetime.date(2024, 11, 28), 'result': 'Pass', 'wear': np.float64(27.81)}, {'date': datetime.date(2025, 1, 6), 'result': 'Pass', 'wear': np.float64(15.68)}]",No,,Hilly Terrain
QR0473,V003,SAIL,LOT1324,2025-01-16,2030-01-16,2,"[{'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(23.53)}, {'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(19.85)}]",No,,Plain
QR0474,V005,Reliance Infra,LOT9821,2023-10-14,2025-10-14,4,"[{'date': datetime.date(2025, 7, 11), 'result': 'Pass', 'wear': np.float64(6.54)}, {'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(8.56)}, {'date': datetime.date(2024, 4, 2), 'result': 'Pass', 'wear': np.float64(25.3)}, {'date': datetime.date(2025, 3, 11), 'result': 'Pass', 'wear': np.float64(11.65)}]",No,,Urban Metro
QR0475,V005,Reliance Infra,LOT5694,2024-06-19,2029-06-19,3,"[{'date': datetime.date(2024, 9, 25), 'result': 'Pass', 'wear': np.float64(10.96)}, {'date': datetime.date(2025, 6, 13), 'result': 'Pass', 'wear': np.float64(5.45)}, {'date': datetime.date(2025, 8, 19), 'result': 'Fail', 'wear': np.float64(19.24)}]",No,,Plain
QR0476,V005,Reliance Infra,LOT7631,2025-02-14,2026-02-14,2,"[{'date': datetime.date(2025, 5, 24), 'result': 'Pass', 'wear': np.float64(35.63)}, {'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(4.32)}]",No,,Hilly Terrain
QR0477,V003,SAIL,LOT7479,2024-07-24,2027-07-24,5,"[{'date': datetime.date(2024, 9, 6), 'result': 'Pass', 'wear': np.float64(15.24)}, {'date': datetime.date(2025, 6, 8), 'result': 'Fail', 'wear': np.float64(29.12)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(14.2)}, {'date': datetime.date(2025, 6, 17), 'result': 'Pass', 'wear': np.float64(19.52)}, {'date': datetime.date(2024, 10, 26), 'result': 'Pass', 'wear': np.float64(4.38)}]",No,,Heavy Load Zone
QR0478,V002,Jindal Rail Infra,LOT4844,2025-01-02,2028-01-02,2,"[{'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(19.28)}, {'date': datetime.date(2025, 6, 11), 'result': 'Pass', 'wear': np.float64(13.13)}]",No,,Urban Metro
QR0479,V005,Reliance Infra,LOT1881,2023-10-04,2024-10-04,5,"[{'date': datetime.date(2024, 10, 7), 'result': 'Pass', 'wear': np.float64(24.86)}, {'date': datetime.date(2025, 1, 5), 'result': 'Fail', 'wear': np.float64(26.87)}, {'date': datetime.date(2024, 7, 4), 'result': 'Pass', 'wear': np.float64(40.9)}, {'date': datetime.date(2024, 10, 7), 'result': 'Pass', 'wear': np.float64(20.8)}, {'date': datetime.date(2024, 9, 23), 'result': 'Pass', 'wear': np.float64(18.26)}]",No,,Urban Metro
QR0480,V003,SAIL,LOT4757,2024-04-24,2026-04-24,4,"[{'date': datetime.date(2024, 8, 15), 'result': 'Pass', 'wear': np.float64(16.94)}, {'date': datetime.date(2024, 11, 3), 'result': 'Pass', 'wear': np.float64(11.47)}, {'date': datetime.date(2024, 8, 5), 'result': 'Pass', 'wear': np.float64(18.38)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(12.05)}]",Yes,2024-12-06,Hilly Terrain
QR0481,V003,SAIL,LOT8801,2024-05-10,2029-05-10,4,"[{'date': datetime.date(2025, 2, 2), 'result': 'Pass', 'wear': np.float64(16.68)}, {'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(28.18)}, {'date': datetime.date(2025, 8, 17), 'result': 'Fail', 'wear': np.float64(4.93)}, {'date': datetime.date(2025, 2, 11), 'result': 'Pass', 'wear': np.float64(26.4)}]",No,,Urban Metro
QR0482,V005,Reliance Infra,LOT8126,2023-11-19,2026-11-19,4,"[{'date': datetime.date(2023, 12, 14), 'result': 'Pass', 'wear': np.float64(28.17)}, {'date': datetime.date(2024, 12, 26), 'result': 'Pass', 'wear': np.float64(13.82)}, {'date': datetime.date(2025, 7, 27), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 8, 29), 'result': 'Pass', 'wear': np.float64(8.92)}]",No,,Coastal Area
QR0483,V003,SAIL,LOT1172,2025-02-08,2026-02-08,3,"[{'date': datetime.date(2025, 6, 21), 'result': 'Pass', 'wear': np.float64(27.97)}, {'date': datetime.date(2025, 8, 6), 'result': 'Pass', 'wear': np.float64(14.77)}, {'date': datetime.date(2025, 6, 20), 'result': 'Pass', 'wear': np.float64(5.01)}]",No,,Urban Metro
QR0484,V003,SAIL,LOT1149,2024-04-15,2029-04-15,4,"[{'date': datetime.date(2025, 6, 5), 'result': 'Pass', 'wear': np.float64(9.95)}, {'date': datetime.date(2024, 10, 22), 'result': 'Pass', 'wear': np.float64(23.41)}, {'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(20.47)}, {'date': datetime.date(2024, 9, 12), 'result': 'Pass', 'wear': np.float64(12.61)}]",No,,Urban Metro
QR0485,V004,Bharat Forge,LOT5094,2024-02-01,2026-02-01,5,"[{'date': datetime.date(2025, 4, 3), 'result': 'Pass', 'wear': np.float64(11.33)}, {'date': datetime.date(2024, 7, 29), 'result': 'Pass', 'wear': np.float64(11.08)}, {'date': datetime.date(2024, 4, 26), 'result': 'Pass', 'wear': np.float64(5.78)}, {'date': datetime.date(2024, 5, 18), 'result': 'Pass', 'wear': np.float64(31.15)}, {'date': datetime.date(2024, 3, 24), 'result': 'Pass', 'wear': np.float64(11.78)}]",No,,Plain
QR0486,V003,SAIL,LOT5664,2024-06-08,2027-06-08,5,"[{'date': datetime.date(2025, 3, 8), 'result': 'Pass', 'wear': np.float64(27.17)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(30.21)}, {'date': datetime.date(2024, 12, 12), 'result': 'Pass', 'wear': np.float64(24.98)}, {'date': datetime.date(2025, 3, 19), 'result': 'Pass', 'wear': np.float64(10.68)}, {'date': datetime.date(2025, 7, 11), 'result': 'Pass', 'wear': np.float64(19.04)}]",No,,Plain
QR0487,V004,Bharat Forge,LOT4076,2024-07-11,2027-07-11,2,"[{'date': datetime.date(2024, 12, 18), 'result': 'Pass', 'wear': np.float64(14.76)}, {'date': datetime.date(2024, 7, 21), 'result': 'Fail', 'wear': np.float64(5.96)}]",Yes,2025-06-01,Heavy Load Zone
QR0488,V003,SAIL,LOT5410,2023-09-20,2025-09-20,5,"[{'date': datetime.date(2024, 5, 16), 'result': 'Pass', 'wear': np.float64(18.24)}, {'date': datetime.date(2024, 8, 18), 'result': 'Pass', 'wear': np.float64(3.21)}, {'date': datetime.date(2023, 10, 5), 'result': 'Pass', 'wear': np.float64(26.88)}, {'date': datetime.date(2024, 1, 1), 'result': 'Pass', 'wear': np.float64(10.35)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(17.01)}]",No,,Urban Metro
QR0489,V003,SAIL,LOT8597,2024-07-05,2025-07-05,4,"[{'date': datetime.date(2024, 10, 22), 'result': 'Pass', 'wear': np.float64(17.83)}, {'date': datetime.date(2024, 8, 3), 'result': 'Pass', 'wear': np.float64(12.41)}, {'date': datetime.date(2025, 3, 3), 'result': 'Pass', 'wear': np.float64(20.87)}, {'date': datetime.date(2025, 4, 6), 'result': 'Pass', 'wear': np.float64(10.25)}]",No,,Plain
QR0490,V004,Bharat Forge,LOT3975,2024-03-24,2026-03-24,4,"[{'date': datetime.date(2025, 4, 26), 'result': 'Pass', 'wear': np.float64(23.71)}, {'date': datetime.date(2025, 4, 25), 'result': 'Pass', 'wear': np.float64(1.54)}, {'date': datetime.date(2024, 7, 1), 'result': 'Pass', 'wear': np.float64(16.26)}, {'date': datetime.date(2024, 12, 4), 'result': 'Pass', 'wear': np.float64(34.39)}]",No,,Urban Metro
QR0491,V002,Jindal Rail Infra,LOT1549,2025-06-25,2027-06-25,5,"[{'date': datetime.date(2025, 7, 26), 'result': 'Pass', 'wear': np.float64(5.0)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(8.22)}, {'date': datetime.date(2025, 6, 26), 'result': 'Pass', 'wear': np.float64(20.14)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(16.8)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(18.51)}]",No,,Hilly Terrain
